Name|Farbe|Druck|Adresse|Kommentar|Bild_1|Bild_2|Type|IconScale|longitude (Länge)|latitude (Breite)|Leerspalte|BeschreibungText|Bild_1_Link|Bild_2_Link|Beschreibung|Icon|Koordinaten
50|ff0000ff|1.9|Hengstacker. 2||050_Pic_1.jpg|050_Pic_2.jpg|Neu||8.89053161308681|47.1911812331427||Druck:&lt;B/&gt;1.9 bar&lt;/B/&gt;&lt;BR/&gt;Hengstacker. 2|&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/050_Pic_1.jpg" style="max-height:200px;" /&gt;|&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/050_Pic_2.jpg" style="max-height:200px;" /&gt;|Druck:&lt;B/&gt;1.9 bar&lt;/B/&gt;&lt;BR/&gt;Hengstacker. 2&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/050_Pic_1.jpg" style="max-height:200px;" /&gt;&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/050_Pic_1.jpg" style="max-height:200px;" /&gt;|http://www.fhoch3.peterliwiese.ch/icons/HyderantNeuKlein.png|8.89053161308681,47.1911812331427
138|ff0000ff|2|Hengstacker. 4||138_Pic_1.jpg|138_Pic_2.jpg|Neu||8.88922225504375|47.1903475990973||Druck:&lt;B/&gt;2 bar&lt;/B/&gt;&lt;BR/&gt;Hengstacker. 4|&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/138_Pic_1.jpg" style="max-height:200px;" /&gt;|&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/138_Pic_2.jpg" style="max-height:200px;" /&gt;|Druck:&lt;B/&gt;2 bar&lt;/B/&gt;&lt;BR/&gt;Hengstacker. 4&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/138_Pic_1.jpg" style="max-height:200px;" /&gt;&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/138_Pic_1.jpg" style="max-height:200px;" /&gt;|http://www.fhoch3.peterliwiese.ch/icons/HyderantNeuKlein.png|8.88922225504375,47.1903475990973
127 Tuggen|ff00ffff||||127_Pic_Tuggen_1.jpg||Alt||8.91137|47.18541|||&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/127_Pic_Tuggen_1.jpg" style="max-height:200px;" /&gt;||&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/127_Pic_Tuggen_1.jpg" style="max-height:200px;" /&gt;&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/127_Pic_Tuggen_1.jpg" style="max-height:200px;" /&gt;|http://www.fhoch3.peterliwiese.ch/icons/HyderantAltKlein.png|8.91137,47.18541
123 Tuggen|ff00ffff||||123_Pic_Tuggen_1.jpg||Neu||8.91006049288707|47.194025776736|||&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/123_Pic_Tuggen_1.jpg" style="max-height:200px;" /&gt;||&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/123_Pic_Tuggen_1.jpg" style="max-height:200px;" /&gt;&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/123_Pic_Tuggen_1.jpg" style="max-height:200px;" /&gt;|http://www.fhoch3.peterliwiese.ch/icons/HyderantNeuKlein.png|8.91006049288707,47.194025776736
122 Tuggen|ff00ffff||||122_Pic_Tuggen_1.jpg||Neu||8.91196182927069|47.1942065817814|||&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/122_Pic_Tuggen_1.jpg" style="max-height:200px;" /&gt;||&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/122_Pic_Tuggen_1.jpg" style="max-height:200px;" /&gt;&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/122_Pic_Tuggen_1.jpg" style="max-height:200px;" /&gt;|http://www.fhoch3.peterliwiese.ch/icons/HyderantNeuKlein.png|8.91196182927069,47.1942065817814
121 Tuggen|ff00ffff||||||Gruen||8.91221507889686|47.1937931643525||||||https://api3.geo.admin.ch/color/0,255,0/marker-24@2x.png|8.91221507889686,47.1937931643525
1|ff0000ff|1.9|||001_Pic_1.jpg||Neu||8.89556418993143|47.1916050998332||Druck:&lt;B/&gt;1.9 bar&lt;/B/&gt;&lt;BR/&gt;|&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/001_Pic_1.jpg" style="max-height:200px;" /&gt;||Druck:&lt;B/&gt;1.9 bar&lt;/B/&gt;&lt;BR/&gt;&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/001_Pic_1.jpg" style="max-height:200px;" /&gt;&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/001_Pic_1.jpg" style="max-height:200px;" /&gt;|http://www.fhoch3.peterliwiese.ch/icons/HyderantNeuKlein.png|8.89556418993143,47.1916050998332
2|ff0000ff|2|||002_Pic_1.jpg||Neu||8.89397393473903|47.1913914474919||Druck:&lt;B/&gt;2 bar&lt;/B/&gt;&lt;BR/&gt;|&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/002_Pic_1.jpg" style="max-height:200px;" /&gt;||Druck:&lt;B/&gt;2 bar&lt;/B/&gt;&lt;BR/&gt;&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/002_Pic_1.jpg" style="max-height:200px;" /&gt;&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/002_Pic_1.jpg" style="max-height:200px;" /&gt;|http://www.fhoch3.peterliwiese.ch/icons/HyderantNeuKlein.png|8.89397393473903,47.1913914474919
3|ff0000ff|2.1|||003_Pic_1.jpg||Neu||8.89427280611745|47.1918986550377||Druck:&lt;B/&gt;2.1 bar&lt;/B/&gt;&lt;BR/&gt;|&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/003_Pic_1.jpg" style="max-height:200px;" /&gt;||Druck:&lt;B/&gt;2.1 bar&lt;/B/&gt;&lt;BR/&gt;&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/003_Pic_1.jpg" style="max-height:200px;" /&gt;&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/003_Pic_1.jpg" style="max-height:200px;" /&gt;|http://www.fhoch3.peterliwiese.ch/icons/HyderantNeuKlein.png|8.89427280611745,47.1918986550377
4|ff0000ff|2.9|||004_Pic_1.jpg||Neu||8.89325784838597|47.1925183971737||Druck:&lt;B/&gt;2.9 bar&lt;/B/&gt;&lt;BR/&gt;|&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/004_Pic_1.jpg" style="max-height:200px;" /&gt;||Druck:&lt;B/&gt;2.9 bar&lt;/B/&gt;&lt;BR/&gt;&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/004_Pic_1.jpg" style="max-height:200px;" /&gt;&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/004_Pic_1.jpg" style="max-height:200px;" /&gt;|http://www.fhoch3.peterliwiese.ch/icons/HyderantNeuKlein.png|8.89325784838597,47.1925183971737
5|ff00a5ff|3|||005_Pic_1.jpg||Neu||8.89210390730734|47.1922348027363||Druck:&lt;B/&gt;3 bar&lt;/B/&gt;&lt;BR/&gt;|&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/005_Pic_1.jpg" style="max-height:200px;" /&gt;||Druck:&lt;B/&gt;3 bar&lt;/B/&gt;&lt;BR/&gt;&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/005_Pic_1.jpg" style="max-height:200px;" /&gt;&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/005_Pic_1.jpg" style="max-height:200px;" /&gt;|http://www.fhoch3.peterliwiese.ch/icons/HyderantNeuKlein.png|8.89210390730734,47.1922348027363
6|ff00a5ff|3.1|||006_Pic_1.jpg||Neu||8.89323445772902|47.191691375577||Druck:&lt;B/&gt;3.1 bar&lt;/B/&gt;&lt;BR/&gt;|&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/006_Pic_1.jpg" style="max-height:200px;" /&gt;||Druck:&lt;B/&gt;3.1 bar&lt;/B/&gt;&lt;BR/&gt;&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/006_Pic_1.jpg" style="max-height:200px;" /&gt;&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/006_Pic_1.jpg" style="max-height:200px;" /&gt;|http://www.fhoch3.peterliwiese.ch/icons/HyderantNeuKlein.png|8.89323445772902,47.191691375577
7|ff00a5ff|3.9|||007_Pic_1.jpg||Neu||8.89402232591432|47.1882718316766||Druck:&lt;B/&gt;3.9 bar&lt;/B/&gt;&lt;BR/&gt;|&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/007_Pic_1.jpg" style="max-height:200px;" /&gt;||Druck:&lt;B/&gt;3.9 bar&lt;/B/&gt;&lt;BR/&gt;&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/007_Pic_1.jpg" style="max-height:200px;" /&gt;&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/007_Pic_1.jpg" style="max-height:200px;" /&gt;|http://www.fhoch3.peterliwiese.ch/icons/HyderantNeuKlein.png|8.89402232591432,47.1882718316766
8|ff00ff00|4|||008_Pic_1.jpg||Alt||8.89116644715758|47.1915239255688||Druck:&lt;B/&gt;4 bar&lt;/B/&gt;&lt;BR/&gt;|&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/008_Pic_1.jpg" style="max-height:200px;" /&gt;||Druck:&lt;B/&gt;4 bar&lt;/B/&gt;&lt;BR/&gt;&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/008_Pic_1.jpg" style="max-height:200px;" /&gt;&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/008_Pic_1.jpg" style="max-height:200px;" /&gt;|http://www.fhoch3.peterliwiese.ch/icons/HyderantAltKlein.png|8.89116644715758,47.1915239255688
9|ff00ff00|4.1|||009_Pic_1.jpg||Alt||8.88856|47.19154||Druck:&lt;B/&gt;4.1 bar&lt;/B/&gt;&lt;BR/&gt;|&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/009_Pic_1.jpg" style="max-height:200px;" /&gt;||Druck:&lt;B/&gt;4.1 bar&lt;/B/&gt;&lt;BR/&gt;&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/009_Pic_1.jpg" style="max-height:200px;" /&gt;&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/009_Pic_1.jpg" style="max-height:200px;" /&gt;|http://www.fhoch3.peterliwiese.ch/icons/HyderantAltKlein.png|8.88856,47.19154
10|ff00ffff||||010_Pic_1.jpg||Alt||8.88523|47.19162|||&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/010_Pic_1.jpg" style="max-height:200px;" /&gt;||&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/010_Pic_1.jpg" style="max-height:200px;" /&gt;&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/010_Pic_1.jpg" style="max-height:200px;" /&gt;|http://www.fhoch3.peterliwiese.ch/icons/HyderantAltKlein.png|8.88523,47.19162
11|ff00ffff||||011_Pic_1.jpg||Neu||8.88220072114483|47.1919574861765|||&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/011_Pic_1.jpg" style="max-height:200px;" /&gt;||&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/011_Pic_1.jpg" style="max-height:200px;" /&gt;&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/011_Pic_1.jpg" style="max-height:200px;" /&gt;|http://www.fhoch3.peterliwiese.ch/icons/HyderantNeuKlein.png|8.88220072114483,47.1919574861765
12|ff00ffff|||Steht 2m vom der Strasse entfernt in der Wiese|012_Pic_1.jpg||Alt||8.87637738210617|47.1927856034485|| Steht 2m vom der Strasse entfernt in der Wiese|&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/012_Pic_1.jpg" style="max-height:200px;" /&gt;|| Steht 2m vom der Strasse entfernt in der Wiese&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/012_Pic_1.jpg" style="max-height:200px;" /&gt;&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/012_Pic_1.jpg" style="max-height:200px;" /&gt;|http://www.fhoch3.peterliwiese.ch/icons/HyderantAltKlein.png|8.87637738210617,47.1927856034485
13|ff00ffff|||Angemalt|013_Pic_1.jpg||Alt||8.88173|47.19252|| Angemalt|&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/013_Pic_1.jpg" style="max-height:200px;" /&gt;|| Angemalt&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/013_Pic_1.jpg" style="max-height:200px;" /&gt;&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/013_Pic_1.jpg" style="max-height:200px;" /&gt;|http://www.fhoch3.peterliwiese.ch/icons/HyderantAltKlein.png|8.88173,47.19252
14|ff00ffff||||014_Pic_1.jpg||Alt||8.88079075098062|47.1927026254374|||&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/014_Pic_1.jpg" style="max-height:200px;" /&gt;||&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/014_Pic_1.jpg" style="max-height:200px;" /&gt;&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/014_Pic_1.jpg" style="max-height:200px;" /&gt;|http://www.fhoch3.peterliwiese.ch/icons/HyderantAltKlein.png|8.88079075098062,47.1927026254374
15|ff00ffff||||015_Pic_1.jpg||Alt||8.88107669618223|47.193184167317|||&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/015_Pic_1.jpg" style="max-height:200px;" /&gt;||&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/015_Pic_1.jpg" style="max-height:200px;" /&gt;&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/015_Pic_1.jpg" style="max-height:200px;" /&gt;|http://www.fhoch3.peterliwiese.ch/icons/HyderantAltKlein.png|8.88107669618223,47.193184167317
16|ff00ffff||||016_Pic_1.jpg||Neu||8.8797893665352|47.1941347734711|||&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/016_Pic_1.jpg" style="max-height:200px;" /&gt;||&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/016_Pic_1.jpg" style="max-height:200px;" /&gt;&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/016_Pic_1.jpg" style="max-height:200px;" /&gt;|http://www.fhoch3.peterliwiese.ch/icons/HyderantNeuKlein.png|8.8797893665352,47.1941347734711
17|ff00ffff|||Mit 75er Abgang|017_Pic_1.jpg||Alt||8.87955501325586|47.1957723208533|| Mit 75er Abgang|&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/017_Pic_1.jpg" style="max-height:200px;" /&gt;|| Mit 75er Abgang&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/017_Pic_1.jpg" style="max-height:200px;" /&gt;&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/017_Pic_1.jpg" style="max-height:200px;" /&gt;|http://www.fhoch3.peterliwiese.ch/icons/HyderantAltKlein.png|8.87955501325586,47.1957723208533
18|ff00ffff||||018_Pic_1.jpg||Neu||8.88192299058584|47.1967565246449|||&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/018_Pic_1.jpg" style="max-height:200px;" /&gt;||&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/018_Pic_1.jpg" style="max-height:200px;" /&gt;&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/018_Pic_1.jpg" style="max-height:200px;" /&gt;|http://www.fhoch3.peterliwiese.ch/icons/HyderantNeuKlein.png|8.88192299058584,47.1967565246449
19|ff00ffff||||019_Pic_1.jpg||Neu||8.88570757361261|47.1955071078022|||&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/019_Pic_1.jpg" style="max-height:200px;" /&gt;||&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/019_Pic_1.jpg" style="max-height:200px;" /&gt;&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/019_Pic_1.jpg" style="max-height:200px;" /&gt;|http://www.fhoch3.peterliwiese.ch/icons/HyderantNeuKlein.png|8.88570757361261,47.1955071078022
20|ff00ffff||||020_Pic_1.jpg||Neu||8.88787|47.19448|||&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/020_Pic_1.jpg" style="max-height:200px;" /&gt;||&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/020_Pic_1.jpg" style="max-height:200px;" /&gt;&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/020_Pic_1.jpg" style="max-height:200px;" /&gt;|http://www.fhoch3.peterliwiese.ch/icons/HyderantNeuKlein.png|8.88787,47.19448
21|ff00ffff||||021_Pic_1.jpg||Alt||8.88795593582903|47.1932865495151|||&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/021_Pic_1.jpg" style="max-height:200px;" /&gt;||&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/021_Pic_1.jpg" style="max-height:200px;" /&gt;&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/021_Pic_1.jpg" style="max-height:200px;" /&gt;|http://www.fhoch3.peterliwiese.ch/icons/HyderantAltKlein.png|8.88795593582903,47.1932865495151
22|ff00ffff||||022_Pic_1.jpg||Alt||8.8885085311409|47.1939989737628|||&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/022_Pic_1.jpg" style="max-height:200px;" /&gt;||&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/022_Pic_1.jpg" style="max-height:200px;" /&gt;&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/022_Pic_1.jpg" style="max-height:200px;" /&gt;|http://www.fhoch3.peterliwiese.ch/icons/HyderantAltKlein.png|8.8885085311409,47.1939989737628
23|ff00ffff||||023_Pic_1.jpg||Neu||8.88704|47.19484|||&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/023_Pic_1.jpg" style="max-height:200px;" /&gt;||&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/023_Pic_1.jpg" style="max-height:200px;" /&gt;&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/023_Pic_1.jpg" style="max-height:200px;" /&gt;|http://www.fhoch3.peterliwiese.ch/icons/HyderantNeuKlein.png|8.88704,47.19484
24|ff00ffff||||024_Pic_1.jpg||Neu||8.88940904456938|47.1941325194516|||&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/024_Pic_1.jpg" style="max-height:200px;" /&gt;||&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/024_Pic_1.jpg" style="max-height:200px;" /&gt;&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/024_Pic_1.jpg" style="max-height:200px;" /&gt;|http://www.fhoch3.peterliwiese.ch/icons/HyderantNeuKlein.png|8.88940904456938,47.1941325194516
25|ff00ffff||||025_Pic_1.jpg||Neu||8.89057|47.19458|||&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/025_Pic_1.jpg" style="max-height:200px;" /&gt;||&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/025_Pic_1.jpg" style="max-height:200px;" /&gt;&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/025_Pic_1.jpg" style="max-height:200px;" /&gt;|http://www.fhoch3.peterliwiese.ch/icons/HyderantNeuKlein.png|8.89057,47.19458
26|ff00ffff||||026_Pic_1.jpg||Neu||8.89228513845481|47.1940394724051|||&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/026_Pic_1.jpg" style="max-height:200px;" /&gt;||&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/026_Pic_1.jpg" style="max-height:200px;" /&gt;&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/026_Pic_1.jpg" style="max-height:200px;" /&gt;|http://www.fhoch3.peterliwiese.ch/icons/HyderantNeuKlein.png|8.89228513845481,47.1940394724051
27|ff00ffff||||027_Pic_1.jpg||Neu||8.89415266022634|47.1931466761747|||&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/027_Pic_1.jpg" style="max-height:200px;" /&gt;||&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/027_Pic_1.jpg" style="max-height:200px;" /&gt;&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/027_Pic_1.jpg" style="max-height:200px;" /&gt;|http://www.fhoch3.peterliwiese.ch/icons/HyderantNeuKlein.png|8.89415266022634,47.1931466761747
28|ff00ffff|||Mit 75er Abgang|028_Pic_1.jpg||Alt||8.89513|47.19333|| Mit 75er Abgang|&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/028_Pic_1.jpg" style="max-height:200px;" /&gt;|| Mit 75er Abgang&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/028_Pic_1.jpg" style="max-height:200px;" /&gt;&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/028_Pic_1.jpg" style="max-height:200px;" /&gt;|http://www.fhoch3.peterliwiese.ch/icons/HyderantAltKlein.png|8.89513,47.19333
29|ff00ffff||||029_Pic_1.jpg||Alt||8.88670800267515|47.1967531671336|||&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/029_Pic_1.jpg" style="max-height:200px;" /&gt;||&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/029_Pic_1.jpg" style="max-height:200px;" /&gt;&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/029_Pic_1.jpg" style="max-height:200px;" /&gt;|http://www.fhoch3.peterliwiese.ch/icons/HyderantAltKlein.png|8.88670800267515,47.1967531671336
30|ff00ffff||||030_Pic_1.jpg||Neu||8.89395501855766|47.1943091720443|||&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/030_Pic_1.jpg" style="max-height:200px;" /&gt;||&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/030_Pic_1.jpg" style="max-height:200px;" /&gt;&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/030_Pic_1.jpg" style="max-height:200px;" /&gt;|http://www.fhoch3.peterliwiese.ch/icons/HyderantNeuKlein.png|8.89395501855766,47.1943091720443
32|ff00ffff||||032_Pic_1.jpg||Neu||8.89622|47.19781|||&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/032_Pic_1.jpg" style="max-height:200px;" /&gt;||&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/032_Pic_1.jpg" style="max-height:200px;" /&gt;&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/032_Pic_1.jpg" style="max-height:200px;" /&gt;|http://www.fhoch3.peterliwiese.ch/icons/HyderantNeuKlein.png|8.89622,47.19781
33|ff00ffff|||Mit 75er Abgang|033_Pic_1.jpg||Alt||8.90864201581308|47.1986681584376|| Mit 75er Abgang|&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/033_Pic_1.jpg" style="max-height:200px;" /&gt;|| Mit 75er Abgang&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/033_Pic_1.jpg" style="max-height:200px;" /&gt;&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/033_Pic_1.jpg" style="max-height:200px;" /&gt;|http://www.fhoch3.peterliwiese.ch/icons/HyderantAltKlein.png|8.90864201581308,47.1986681584376
34|ff00ffff||||034_Pic_1.jpg||Alt||8.89635082827799|47.2000792261984|||&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/034_Pic_1.jpg" style="max-height:200px;" /&gt;||&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/034_Pic_1.jpg" style="max-height:200px;" /&gt;&lt;BR/&gt;&lt;img src="http://www.fhoch3.peterliwiese.ch/8855_Wangen/img/034_Pic_1.jpg" style="max-height:200px;" /&gt;|http://www.fhoch3.peterliwiese.ch/icons/HyderantAltKlein.png|8.89635082827799,47.2000792261984
