<!-- Log file: Kamal_Baayou_log.txt, Start Time: 2024-10-26 09:58:34.164180 -->
Time|Log-Level|Message
2024-10-26 09:59:15|INFO|Temp: 10.47°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 09:59:17|INFO|Temp: 10.47°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 09:59:18|INFO|Temp: 10.47°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 09:59:19|INFO|Temp: 10.47°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 09:59:20|INFO|Temp: 10.47°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 09:59:21|INFO|Temp: 10.47°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 09:59:22|INFO|Temp: 10.47°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 09:59:23|INFO|Temp: 10.47°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 09:59:25|INFO|Temp: 10.47°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 09:59:26|INFO|Temp: 10.47°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 09:59:27|INFO|Temp: 10.47°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 09:59:28|INFO|Temp: 10.47°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 09:59:29|INFO|Temp: 10.47°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 09:59:30|INFO|Temp: 10.47°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 09:59:31|INFO|Temp: 10.47°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 09:59:33|INFO|Temp: 10.47°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 09:59:34|INFO|Temp: 10.47°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 09:59:35|INFO|Temp: 10.47°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 09:59:36|INFO|Temp: 10.47°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 09:59:37|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 09:59:38|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 09:59:39|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 09:59:41|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 09:59:42|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 09:59:43|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 09:59:44|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 09:59:45|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 09:59:46|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 09:59:47|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 09:59:48|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 09:59:50|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 09:59:51|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 09:59:52|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 09:59:53|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 09:59:54|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 09:59:55|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 09:59:56|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 09:59:58|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 09:59:59|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:00:00|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:00:02|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:00:03|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:00:05|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:00:06|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:00:08|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:00:09|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:00:10|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:00:11|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:00:12|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:00:13|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:00:14|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:00:16|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:00:17|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:00:18|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:00:19|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:00:20|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:00:21|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:00:23|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:00:24|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:00:25|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:00:26|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:00:27|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:00:28|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:00:29|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:00:30|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:00:32|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:00:33|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:00:34|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:00:35|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:00:36|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:00:37|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:00:38|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:00:39|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:00:41|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:00:42|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:00:43|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:00:44|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:00:45|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:00:46|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:00:48|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:00:49|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:00:50|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:00:51|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:00:52|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:00:53|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:00:55|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:00:56|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:00:57|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:00:58|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:00:59|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:01:00|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:01:01|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:01:03|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:01:04|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:01:05|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:01:06|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:01:07|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:01:08|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:01:09|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:01:11|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:01:12|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:01:13|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:01:14|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:01:15|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:01:16|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:01:18|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:01:19|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:01:20|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:01:21|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:01:22|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:01:23|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:01:25|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:01:26|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:01:27|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:01:28|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:01:29|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:01:30|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:01:31|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:01:33|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:01:34|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:01:35|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:01:36|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:01:37|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:01:38|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:01:39|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:01:40|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:01:42|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:01:43|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:01:44|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:01:45|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:01:46|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:01:47|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:01:49|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:01:50|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:01:51|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:01:52|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:01:53|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:01:54|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:01:55|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:01:56|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:01:58|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:01:59|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:02:00|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:02:01|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:02:02|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:02:03|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:02:04|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:02:05|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:02:07|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:02:08|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:02:09|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:02:10|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:02:11|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:02:12|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:02:13|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:02:15|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:02:16|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:02:17|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:02:18|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:02:19|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:02:20|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:02:22|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:02:23|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:02:24|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:02:25|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:02:26|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:02:27|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:02:28|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:02:30|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:02:31|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:02:32|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:02:33|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:02:34|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:02:35|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:02:36|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:02:37|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:02:39|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:02:40|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:02:41|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:02:42|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:02:43|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:02:44|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:02:45|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:02:46|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:02:48|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:02:49|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:02:50|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:02:51|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:02:52|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:02:53|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:02:55|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:02:56|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:02:57|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:02:58|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:02:59|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:03:00|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:03:01|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:03:03|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
2024-10-26 10:03:04|INFO|Temp: 10.44°C, Humidity: 91%, Pressure: 1019hPa, Description: Bedeckt
